"","id","timestamp","age","country","gender","instrument_xp","instrument_desc","music_xp","music_desc","genres","excerpt","color_position","color","expression"
"1",1,"2022-10-20 11:28:24",44,"Brazil","female","yes","Piano and keyboard. Approximately 4 years.","no","I don't have any experience with creating music.","Rock","01","color_1","violet","Tender"
"2",2,"2022-10-20 11:45:39",23,"Netherlands","female","no","I don't play any instrument.","no","I don't have any experience with creating music.","dancehall, hiphop, classic, its a bit all over the place I lisen everyday","01","color_1","green","Tender"
"3",3,"2022-10-20 11:49:31",25,"Sweden","female","no","I don't play any instrument.","no","I don't have any experience with creating music.","I listen to all kind of genres, every day. It can be everything from alternative rock to songs fro musicals.","01","color_1","orange","Tender"
"4",4,"2022-10-20 11:56:39",29,"Sweden","female","no","I don't play any instrument.","no","I don't have any experience with creating music.","Pop, rock, jazz. But only occasionally","01","color_1","green","Tender"
"5",5,"2022-10-20 19:30:03",24,"Germany","male","yes","Ukulele mainly, since 2019.Tried: Guitar, Piano, Ocarina, Harmonica, Kalimba","yes","I did some composing in FL Studio a few years back but I didn't keep trying","Hip Hop - dailyRock (various kinds) - dailyIndie - dailyPop - when I'm in the mood for some ABBA or something, maybe a couple times a weekbasically anything though, I stopped thinking in genres quite some time ago. I listen to music constantly when alone.","01","color_1","green","Tender"
"6",6,"2022-10-20 19:31:22",31,"China","female","no","I don't play any instrument.","no","I don't have any experience with creating music.","Pop music","01","color_1","yellow","Tender"
"7",7,"2022-10-20 19:31:23",31,"China","female","no","I don't play any instrument.","no","I don't have any experience with creating music.","Pop music","01","color_1","yellow","Tender"
"8",8," 2022-10-20 19:31:23",31,"China","female","no","I don't play any instrument.","no","I don't have any experience with creating music.","Pop music","01","color_1","yellow","Tender"
"9",9,"2022-10-20 19:33:51",24,"Spain","female","yes","Saxophone.15 years","yes","I have experience with music production, improvisation and musical synthesis ","I most often listen to pop and ambient. Every day ","01","color_1","orange","Tender"
"10",10,"2022-10-20 19:52:08",22,"Croatia","female","no","I don't play any instrument.","no","I don't have any experience with creating music.","Almost all of them, if I like the song, I will listen to it. I listen to music immediately when people stop talking to me and I do not have to interact with someone or listen to them.","01","color_1","yellow","Tender"
"11",11,"2022-10-20 20:17:32",22,"China","female","yes","Flute for 5 years","no","I don't have any experience with creating music.","Classic Jazzpop","01","color_1","cyan","Tender"
"12",12,"2022-10-20 20:27:06",28,"Ireland","nonbinary","yes","Keyboard, guitar, recorder, each poorly and for a short time (2-3 years). ","yes","Electronic music using Ableton, both from scratch and using samples (other songs, recorded/generated sounds). ","Electronic, house, k-pop, bossa nova, pop ballads, country, indie, disco. I listen to music about 5 out of 7 days in the week. ","01","color_1","yellow","Tender"
"13",13,"2022-10-20 20:31:40",28,"Taiwan","male","yes","Piano, 4 years","no","I don't have any experience with creating music.","Jazz, blue, rap, indie","01","color_1","green","Tender"
"14",14,"2022-10-20 20:35:10",23,"Sweden","female","yes","Violin, 4 years ","no","I don't have any experience with creating music.","Many different, Electronic, post-punk, poprock etc.","01","color_1","orange","Tender"
"15",15,"2022-10-20 20:38:56",22,"China","male","yes","French Horn 6years","yes","I created some music with Logic Pro (for a course)","Pop ","01","color_1","orange","Tender"
"16",16,"2022-10-20 20:42:41",28,"Ireland","male","yes","Mostly acoustic guitar, some electric","no","I don't have any experience with creating music.","Soft/class rock, folk/acoustic, easy listening, pop, country, metal, some bossa nova, some electronic/dance","01","color_1","orange","Tender"
"17",17,"2022-10-20 20:47:45",28,"Brazil","male","no","I don't play any instrument.","no","I don't have any experience with creating music.","Metal, jazz, MPB, punk rock, hardcore, folk music from around the world. Daily.","01","color_1","green","Tender"
"18",18,"2022-10-20 20:49:55",22,"India","male","no","Guitar","yes","For festivals","every genre","01","color_1","yellow","Tender"
"19",19,"2022-10-20 21:26:12",23,"Sweden","female","yes","Oboe, 4 years","yes","Mostly for fun, sometimes sit down and write texts or melodies.","Indie, pop, rock, metal, folk, orchestral, movie music etc. I listen a couple hours every day","01","color_1","red","Tender"
"20",20,"2022-10-21 07:18:41",28,"China","female","yes","clarinet 8yearsaccordion 12years","no","I don't have any experience with creating music.","pop，pure music2hours a week","01","color_1","green","Tender"
"21",21,"2022-10-21 07:30:15",24,"Sweden","male","yes","Piano 2 years, accordion 5 years","no","I don't have any experience with creating music.","Rock, rap, ballads, jazz, pop, edm, folk, choral, orchestral, piano. ~1H/day","01","color_1","violet","Tender"
"22",22,"2022-10-21 07:35:41",26,"Brazil","female","yes","I already tried to learn flute (2 years), violin (a few months) and piano (a few months)","no","I don't have any experience with creating music.","Depends on the mood.","01","color_1","yellow","Tender"
"23",23,"2022-10-21 07:45:56",25,"Singapore","male","yes","Piano, guitar, ukelele","no","I don't have any experience with creating music.","Pop, drill","01","color_1","yellow","Tender"
"24",24,"2022-10-21 07:55:14",23,"Italia","female","no","I don't play any instrument.","no","I don't have any experience with creating music.","Pop, reggeaton","01","color_1","orange","Tender"
"25",25,"2022-10-21 07:57:27",22,"Italia","male","yes","Guitar ","no","I don't have any experience with creating music.","Rock, Pop, Metal, Techno, Techno-house, Indie","01","color_1","red","Tender"
"26",26,"2022-10-21 08:16:18",22,"Italia","male","yes","Horn, 3 years","no","I don't have any experience with creating music.","Mostly house and dance, but open to other genres as well. At least once every 3-4 days.","01","color_1","yellow","Tender"
"27",27,"2022-10-21 08:27:01",24,"Sweden","male","yes","Violin ca 15 years","no","I don't have any experience with creating music.","Hard rock/heavy metal most days of the week","01","color_1","yellow","Tender"
"28",28,"2022-10-21 08:30:04",24,"Sweden","female","no","I don't play any instrument.","no","I don't have any experience with creating music.","Pop, indie rock, electronic","01","color_1","yellow","Tender"
"29",29,"2022-10-21 09:04:52",26,"India","female","yes","Veena.10 years","no","I don't have any experience with creating music.","Classical. Pop. RockDaily basis ( some music everyday)","01","color_1","green","Tender"
"30",30,"2022-10-21 09:37:38",28,"India","male","yes","Played keyboard for three years.","no","I don't have any experience with creating music.","Hard rock, alternative, Hindustani everyday","01","color_1","cyan","Tender"
"31",31,"2022-10-21 09:57:04",24,"Sweden","male","yes","Piano guitar Childhood","yes","Educated composer on university level ","Everything, but specialized in classical musicOften","01","color_1","cyan","Tender"
"32",32,"2022-10-21 11:00:23",28,"Germany","female","no","Violin and clarinet, each two years","yes","I don't have any experience with creating music.","Indie, almost everyday","01","color_1","yellow","Tender"
"33",33,"2022-10-21 11:01:58",23,"India","male","no","I don't play any instrument.","no","I don't have any experience with creating music.","Melody,pop, rock, jazz","01","color_1","cyan","Tender"
"34",34,"2022-10-21 11:23:21",28,"India","male","yes","Guitar, 8 years.Synths, 2 years.","yes","Used to compose metal music, now experimenting with electronic music production.","Mostly Hitech/psytrance. Some techno.","01","color_1","yellow","Tender"
"35",35,"2022-10-21 11:26:53",38,"India","female","no","I don't play any instrument.","no","I don't have any experience with creating music.","Old BollywoodAlmost Daily","01","color_1","blue","Tender"
"36",36,"2022-10-21 11:59:18",31,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Enquanto dirijo ou trabalho, todos os dias.","01","color_1","red","Tender"
"37",37,"2022-10-21 11:59:51",56,"Brazil","female","yes","Piano( 4 anos) e flauta(3anos)","no","Eu não tenho experiência com criação de música.","Rock PopBalada","01","color_1","orange","Tender"
"38",38,"2022-10-21 12:06:13",38,"Brazil","female","yes","Piano. 3 anos","no","Eu não tenho experiência com criação de música.","Mpb, sertanejo, pagode, samba","01","color_1","yellow","Tender"
"39",39,"2022-10-21 12:07:08",30,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Pagode, sertanejo. Todos os dias","01","color_1","green","Tender"
"40",40,"2022-10-21 12:10:10",67,"Brazil","female","yes","Eu não toco instrumentos.Violão alguns anos na adolescência ","no","Eu não tenho experiência com criação de música.","MPB,blues, pop","01","color_1","cyan","Tender"
"41",41,"2022-10-21 12:11:46",61,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","MPB e bossa nova","01","color_1","violet","Tender"
"42",42,"2022-10-21 12:13:53",65,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","MPB, jovem guarda, algumas clássicas e algumas setanejas","01","color_1","violet","Tender"
"43",43,"2022-10-21 12:16:57",63,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","MPB","01","color_1","yellow","Tender"
"44",44,"2022-10-21 12:23:16",50,"Brazil","male","yes","violão 1 ano","no","Eu não tenho experiência com criação de música.","mpb. todo dia","01","color_1","cyan","Tender"
"45",45,"2022-10-21 12:27:00",64,"Brazil","female","yes","Violão. Uns 10 anos","no","Eu não tenho experiência com criação de música.","MPB, catolicas","01","color_1","yellow","Tender"
"46",46,"2022-10-21 12:27:32",51,"Brazil","female","yes","Saxofone ","no","Eu não tenho experiência com criação de música.","Mpb","01","color_1","cyan","Tender"
"47",47,"2022-10-21 12:28:51",47,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Rock e pop","01","color_1","cyan","Tender"
"48",48,"2022-10-21 12:31:19",65,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Rock,MPB, Opera. As que falam ao coração. Diariamente. ","01","color_1","red","Tender"
"49",49,"2022-10-21 12:31:51",38,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Sou eclética. Ouço música diariamente.","01","color_1","orange","Tender"
"50",50,"2022-10-21 12:32:08",36,"Brazil","male","yes","Flauta Doce. Faz 30 anos.","no","Eu não tenho experiência com criação de música.","Rock e música clássica. Todo dia.","01","color_1","red","Tender"
"51",51,"2022-10-21 12:35:48",64,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Romântica ","01","color_1","red","Tender"
"52",52,"2022-10-21 12:36:44",43,"Brazil","female","yes","Piano , 2 anos ","no","Eu não tenho experiência com criação de música.","Pop rock , clássica , ","01","color_1","green","Tender"
"53",53," 2022-10-21 12:36:44",43,"Brazil","female","yes","Piano , 2 anos ","no","Eu não tenho experiência com criação de música.","Pop rock , clássica , ","01","color_1","green","Tender"
"54",54,"2022-10-21 12:40:08",67,"Brazil","male","yes","Violão e acordeão . Há muito tempo ","no","Eu não tenho experiência com criação de música.","Qualquer uma ","01","color_1","cyan","Tender"
"55",55,"2022-10-21 12:41:11",39,"Brazil","male","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Todas. Diariamente","01","color_1","orange","Tender"
"56",56,"2022-10-21 12:43:56",49,"Brazil","female","yes","Órgão eletrônico por uns 8anos","no","Eu não tenho experiência com criação de música.","Músicas alegres e tranquilas, ouço composta frequência. Uma vez por semana.","01","color_1","violet","Tender"
"57",57,"2022-10-21 12:45:07",64,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","MPB","01","color_1","red","Tender"
"58",58,"2022-10-21 12:45:26",44,"Brazil","male","yes","Violão","no","Eu não tenho experiência com criação de música.","Rock. Frequência muito grande.","01","color_1","red","Tender"
"59",59,"2022-10-21 12:47:16",36,"Brazil","male","no","Percusão","no","Eu não tenho experiência com criação de música. Somente músicas caseiras.","Samba, Rock, Reggae, Pagode","01","color_1","cyan","Tender"
"60",60,"2022-10-21 12:47:20",47,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Rock, mpb","01","color_1","red","Tender"
"61",61,"2022-10-21 12:47:21",33,"Brazil","male","yes","Teclado 2 anos","no","Eu não tenho experiência com criação de música.","Rock, rap, diariamente","01","color_1","yellow","Tender"
"62",62,"2022-10-21 12:48:37",41,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","MPB, rock, jazz.","01","color_1","magenta","Tender"
"63",63,"2022-10-21 12:49:55",48,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Música popular brasileira ","01","color_1","yellow","Tender"
"64",64,"2022-10-21 12:50:19",31,"Brazil","male","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","MBP, Rap,Samba todos os dias ","01","color_1","magenta","Tender"
"65",65,"2022-10-21 12:51:11",43,"Brazil","male","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","escuto tudo que é tipo de música","01","color_1","cyan","Tender"
"66",66,"2022-10-21 12:51:16",25,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Mpb, pop, samba- todos os dias","01","color_1","yellow","Tender"
"67",67,"2022-10-21 12:52:11",28,"Brazil","male","yes","Violão e guitarra por quase 20 anos.","no","Eu não tenho experiência com criação de música.","Rock, Jazz, Pop, Brasilidades, R","01","color_1","cyan","Tender"
"68",68,"2022-10-21 12:52:21",48,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Rock. Diariamente.","01","color_1","violet","Tender"
"69",69,"2022-10-21 12:54:18",34,"Brazil","male","yes","Piano(7 anos), Violão(20 anos) e Guitarra(15 anos)","no","Eu não tenho experiência com criação de música.","Hardcore, Rock, Rap, HipHop, Sertanejo e Pagode, todos os dias.","01","color_1","yellow","Tender"
"70",70,"2022-10-21 12:55:12",41,"Brazil","female","yes","Órgão, pratos, bumbo e xilofone.","no","Eu não tenho experiência com criação de música.","Todo tipo de música feliz. MPB ouço mais. Diariamente.","01","color_1","violet","Tender"
"71",71,"2022-10-21 12:55:53",42,"Brazil","female","yes",".órgão ","no","Eu não tenho experiência com criação de música.","Good vibes ","01","color_1","cyan","Tender"
"72",72,"2022-10-21 12:59:19",66,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","MPB","01","color_1","orange","Tender"
"73",73,"2022-10-21 13:02:29",51,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","MPB, Jazz","01","color_1","orange","Tender"
"74",74,"2022-10-21 13:02:36",58,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Mpb, Eu ousai sempre música ","01","color_1","yellow","Tender"
"75",75,"2022-10-21 13:02:36",31,"Brazil","male","yes","I played drums and guitar for a few years, when I was younger, but always as a hobby","yes","Again, just as a personal hobby, I have created a few guitar riffs and drum beats","This varies a lot, but I like listening to rap/hip-hop when I want to get motivated. I also listen to ambient noises when I need to focus (like one called Hogwarts Ambience on Spotify). For nostalgia, I’ll put on things like Nirvana an Rage Against the Machine. Sometimes I like to hit play on a few Brazilian funk songs in the morning to feel more awake (like Kevin O Chris).","01","color_1","yellow","Tender"
"76",76,"2022-10-21 13:08:36",69,"Brazil","female","yes","Acordeon","no","Eu não tenho experiência com criação de música.","Rock balada","01","color_1","green","Tender"
"77",77,"2022-10-21 13:10:12",24,"France","female","no","I don't play any instrument.","yes","I produce music using FL Studio.","Electronic music (bass music, techno, house…) dailyRock/Hip Hop from time to time","01","color_1","green","Tender"
"78",78,"2022-10-21 13:12:54",45,"Brazil","female","yes","Violão e percussão. Desde a adolescência.","no","Eu não tenho experiência com criação de música.","Todos os dias e de vários gêneros. Exceto rock pesado e rap","01","color_1","orange","Tender"
"79",79,"2022-10-21 13:13:43",42,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Clássica e mpb","01","color_1","violet","Tender"
"80",80,"2022-10-21 13:18:08",43,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Mpb","01","color_1","cyan","Tender"
"81",81,"2022-10-21 13:19:38",44,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Musicas nacionais MPB","01","color_1","violet","Tender"
"82",82,"2022-10-21 13:20:17",29,"Brazil","female","yes","Violão, apenas aprendi o básico por 6 meses.","no","Eu não tenho experiência com criação de música.","Rock e suas variações, MPB, forró tradicional (pé de Serra, rastapé, etc), pop, funk, brega, músicas festivas pernambucanas (frevo, maracatu, coco, etc).","01","color_1","blue","Tender"
"83",83,"2022-10-21 13:21:55",43,"Brazil","male","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Rock","01","color_1","cyan","Tender"
"84",84,"2022-10-21 13:22:02",33,"Brazil","female","yes","Toquei na época da banda da escola, prato e tarol. ","no","Eu não tenho experiência com criação de música.","Pagode e BPM - Pelo menos 5 vezes na semana. ","01","color_1","red","Tender"
"85",85,"2022-10-21 13:27:05",53,"Brazil","male","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Samba ","01","color_1","violet","Tender"
"86",86,"2022-10-21 13:32:49",50,"Brazil","female","yes","Eu toquei instrumento de percussão","yes","Eu faço poemas e as vezes coloco melodias neles.so por brincadeira ","Todas que tocam a alma. Do brega ao clássico.","01","color_1","cyan","Tender"
"87",87,"2022-10-21 13:33:16",42,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Rock, Eletrônica e Sertaneja","01","color_1","green","Tender"
"88",88,"2022-10-21 13:37:33",72,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Romântica ","01","color_1","violet","Tender"
"89",89,"2022-10-21 13:38:55",60,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Gosto de MPB e música para relaxamento. Não tenho uma frequência regular.","01","color_1","blue","Tender"
"90",90,"2022-10-21 13:48:43",31,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Todos os tipos, todos os dias","01","color_1","yellow","Tender"
"91",91,"2022-10-21 13:49:43",36,"Brazil","male","yes","Flauta e Gaita.Por 1 ano cada.","no","Eu não tenho experiência com criação de música.","RockCom pouca frequencia.","01","color_1","blue","Tender"
"92",92,"2022-10-21 13:49:45",36,"Brazil","male","yes","violão, teclado, contrabaixo","yes","pós punk, post rock, new wave, indie, indie folk","gogo penguin, wagner, beethoven, debussy, bon iver, the national, tom jobim, caetano veloso. todos os dias","01","color_1","green","Tender"
"93",93,"2022-10-21 13:55:34",75,"Brazil","male","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Musica boa. Todas. O tempo todo","01","color_1","green","Tender"
"94",94," 2022-10-21 13:55:34",75,"Brazil","male","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Musica boa. Todas. O tempo todo","01","color_1","green","Tender"
"95",95,"2022-10-21 13:57:02",61,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Brasileira ","01","color_1","violet","Tender"
"96",96,"2022-10-21 13:59:38",60,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","MPB ","01","color_1","violet","Tender"
"97",97,"2022-10-21 14:02:15",60,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","MPB, Bossa nova, clássica ","01","color_1","violet","Tender"
"98",98,"2022-10-21 14:04:37",38,"Brazil","female","yes","Teclado","no","Eu não tenho experiência com criação de música.","Diversas, diariamente, mas prefiro versões acústicas e voz e violão.","01","color_1","cyan","Tender"
"99",99,"2022-10-21 14:07:50",47,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Rock/ sempre","01","color_1","cyan","Tender"
"100",100,"2022-10-21 14:08:20",64,"Brazil","male","yes","Eu não toco instrumentos.pouco tempo, na juventude.","no","Eu não tenho experiência com criação de música.","Instrumental, New age, clássico, internacional, MPB, blue, jazz","01","color_1","violet","Tender"
"101",101,"2022-10-21 14:12:09",63,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","MPB","01","color_1","orange","Tender"
"102",102,"2022-10-21 14:14:57",64,"Brazil","female","yes","Eu não toco instrumentos.Piano 4 anos Violão 6 meses","no","Eu não tenho experiência com criação de música.","Música clássica, MPB, Rock. ","01","color_1","green","Tender"
"103",103,"2022-10-21 14:36:19",44,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Sou bem eclética. Ouço de acordo com o astral do dia.","01","color_1","violet","Tender"
"104",104,"2022-10-21 14:41:51",35,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","R","01","color_1","blue","Tender"
"105",105,"2022-10-21 14:42:31",23,"Sweden","male","yes","Piano, 8 years","yes","Electronic genres, mostly Drum ","EDM, IDM, Video game music, hip hop, classical","01","color_1","orange","Tender"
"106",106,"2022-10-21 14:48:10",65,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","MPB chorinho","01","color_1","cyan","Tender"
"107",107,"2022-10-21 14:49:33",62,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Todos os tipos.Pagode, samba, sertaneja, MPB, bolero, forró, chorinho, etc...","01","color_1","red","Tender"
"108",108,"2022-10-21 14:52:00",43,"Brazil","male","yes","Violão, 30 anos.","no","Eu não tenho experiência com criação de música.","Rock (Pop, Punk, Grunge, Metal)","01","color_1","cyan","Tender"
"109",109,"2022-10-21 14:54:54",60,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","MPB, louvores","01","color_1","violet","Tender"
"110",110,"2022-10-21 15:01:35",71,"Brazil","female","yes","Acordeom . Dos seis aos 15 anos","no","Eu não tenho experiência com criação de música.","Clássica , mpb e forro","01","color_1","yellow","Tender"
"111",111,"2022-10-21 15:01:36",58,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Música popular brasileira, música erudita, músicas religiosas","01","color_1","cyan","Tender"
"112",112,"2022-10-21 15:02:35",50,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Música de boa qualidade ","01","color_1","green","Tender"
"113",113,"2022-10-21 15:04:21",41,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","MPB, música de meditação,  rock e pop","01","color_1","yellow","Tender"
"114",114,"2022-10-21 15:27:43",28,"Honduras","female","yes","Violin, just for 3 months","no","I don't have any experience with creating music.","All kinds of pop, rock pop, alternative pop, synth pop, indie pop. Then salsa, reggaeton. Classical. ","01","color_1","blue","Tender"
"115",115,"2022-10-21 15:29:18",26,"Sweden","male","no","Flute, guitar, piano, vocals since about fifteen years.","yes","I've produced a number of albums on my own.","Jazz, rock, pop, indie, film music, ambience. Daily.","01","color_1","violet","Tender"
"116",116,"2022-10-21 15:34:40",28,"Chile","male","no","I don't play any instrument.","no","I don't have any experience with creating music.","Indie rock, punk, reggaeton, edm, indie, pop","01","color_1","cyan","Tender"
"117",117,"2022-10-21 15:42:22",62,"Brazil","male","yes","Violão e percursão⁸","no","Eu não tenho experiência com criação de música.","Mpb","01","color_1","red","Tender"
"118",118,"2022-10-21 15:54:04",63,"Brazil","male","yes","Percussão ","no","Eu não tenho experiência com criação de música.","Todas. Sempre q posso","01","color_1","cyan","Tender"
"119",119,"2022-10-21 15:54:56",28,"Mexico","female","no","I don't play any instrument.","no","I don't have any experience with creating music.","Rock, Indie, pop, electronic","01","color_1","yellow","Tender"
"120",120,"2022-10-21 15:55:45",76,"Brazil","female","yes","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Bossa nova","01","color_1","red","Tender"
"121",121,"2022-10-21 16:00:24",66,"Brazil","female","no","Eu não toco instrumentos.","yes","Já compus algumas sem divulgação. ","Romantica e blues, estilo Maria Daines. Ouço música diariamente. ","01","color_1","cyan","Tender"
"122",122,"2022-10-21 16:02:51",11,"Brazil","male","yes","Escaleta","no","Eu não tenho experiência com criação de música.","Rap e Pop5 vezes na semana ","01","color_1","yellow","Tender"
"123",123,"2022-10-21 16:04:28",43,"Brazil","female","yes","Teclado , surdo e prato","no","Eu não tenho experiência com criação de música.","Sertanejo, pop rock, samba Diariamente ","01","color_1","orange","Tender"
"124",124,"2022-10-21 16:12:21",69,"Brazil","male","yes","Violão 55 anos","no","Eu não tenho experiência com criação de música.","Mpb,rock,jovem guarda","01","color_1","yellow","Tender"
"125",125,"2022-10-21 16:17:02",26,"Mexico","male","yes","Drums for more than 10 years","yes","I've composed a couple of songs with friends, usually by jamming. ","Jazz, Hip hop, Rock, Kraut Rock. ","01","color_1","violet","Tender"
"126",126,"2022-10-21 16:18:27",64,"Brazil","male","yes","Eu não toco instrumentos. Baixo, violão, 52 anos.","yes","Eu não tenho experiência com criação de música.sou Composotor, arranjador, produtor, músico.9","Universal. Diariamente!!!","01","color_1","orange","Tender"
"127",127,"2022-10-21 16:19:09",26,"Uruguay","female","yes","I took drumming classes and learned to played the guitar by myself","no","I don't have any experience with creating music.","Pop, folk, rock, i listen to music all the time","01","color_1","orange","Tender"
"128",128,"2022-10-21 16:19:22",46,"Brazil","male","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Mpb, pop-rock brasil, disco, dance, ","01","color_1","cyan","Tender"
"129",129,"2022-10-21 16:29:15",61,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","MPB","01","color_1","violet","Tender"
"130",130,"2022-10-21 16:31:26",65,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Clássicas, românticas, rock, blues…Diariamente escuto música.","01","color_1","yellow","Tender"
"131",131,"2022-10-21 16:31:44",47,"Uruguay","female","yes","Guitar, for 3 yesrs","no","I don't have any experience with creating music.","Rock, pop everyday","01","color_1","orange","Tender"
"132",132,"2022-10-21 16:38:59",73,"Brazil","male","yes","Violão ","yes","Eu não tenho experiência com criação de música.sou músico profissional há 60 anos ","Todo tipo,todo dia ","01","color_1","cyan","Tender"
"133",133,"2022-10-21 16:53:08",39,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","MPB, pop rock nacional e internacional, eletrônica,samba dentre outras e ouço diariamente, mas nem todo dia os mesmos ritmos.","01","color_1","violet","Tender"
"134",134,"2022-10-21 16:53:54",43,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","romântica, mpb","01","color_1","green","Tender"
"135",135,"2022-10-21 17:04:10",25,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","De tudo um pouco, mas cada um vai de acordo com o humor do dia.Ex: pagode/samba quando tô mais animada","01","color_1","cyan","Tender"
"136",136,"2022-10-21 17:07:03",56,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","MPB","01","color_1","violet","Tender"
"137",138,"2022-10-21 17:09:24",16,"Brazil","male","yes","Ukulele, mais de dois anos","no","Eu não tenho experiência com criação de música.","Brega, mpb, axé, música cigana, etc....  Todo dia","01","color_1","cyan","Tender"
"138",139,"2022-10-21 17:15:59",54,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","MPB","01","color_1","red","Tender"
"139",140,"2022-10-21 17:16:21",29,"Peru","male","no","I don't play any instrument.","no","I don't have any experience with creating music.","Rock, pop, salsa, reggaeton, cumbias, soundtracksI listen to music every day","01","color_1","orange","Tender"
"140",141,"2022-10-21 17:23:36",32,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Pagode, 5 x por semana","01","color_1","yellow","Tender"
"141",142,"2022-10-21 18:11:26",28,"Brazil","female","yes","Tentei aprender violão durante uns 2 meses","no","Eu não tenho experiência com criação de música.","Mpb todos os dias","01","color_1","violet","Tender"
"142",143,"2022-10-21 18:14:26",58,"Brazil","male","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Clássica. Semanal.","01","color_1","cyan","Tender"
"143",144,"2022-10-21 18:17:50",65,"Brazil","male","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Rock ","01","color_1","cyan","Tender"
