"","id","timestamp","age","country","gender","instrument_xp","instrument_desc","music_xp","music_desc","genres","excerpt","color_position","color","expression"
"780",157,"2022-10-21 20:23:43",22,"Brazil","male","yes","Guitarra. 3 anos","no","Eu não tenho experiência com criação de música.","Rock, sertanejo, pop","05","color_1","yellow","Joy"
"781",1,"2022-10-20 11:28:24",44,"Brazil","female","yes","Piano and keyboard. Approximately 4 years.","no","I don't have any experience with creating music.","Rock","06","color_1","red","Joy"
"782",2,"2022-10-20 11:45:39",23,"Netherlands","female","no","I don't play any instrument.","no","I don't have any experience with creating music.","dancehall, hiphop, classic, its a bit all over the place I lisen everyday","06","color_1","yellow","Joy"
"783",3,"2022-10-20 11:49:31",25,"Sweden","female","no","I don't play any instrument.","no","I don't have any experience with creating music.","I listen to all kind of genres, every day. It can be everything from alternative rock to songs fro musicals.","06","color_1","yellow","Joy"
"784",4,"2022-10-20 11:56:39",29,"Sweden","female","no","I don't play any instrument.","no","I don't have any experience with creating music.","Pop, rock, jazz. But only occasionally","06","color_1","yellow","Joy"
"785",5,"2022-10-20 19:30:03",24,"Germany","male","yes","Ukulele mainly, since 2019.Tried: Guitar, Piano, Ocarina, Harmonica, Kalimba","yes","I did some composing in FL Studio a few years back but I didn't keep trying","Hip Hop - dailyRock (various kinds) - dailyIndie - dailyPop - when I'm in the mood for some ABBA or something, maybe a couple times a weekbasically anything though, I stopped thinking in genres quite some time ago. I listen to music constantly when alone.","06","color_1","red","Joy"
"786",6,"2022-10-20 19:31:22",31,"China","female","no","I don't play any instrument.","no","I don't have any experience with creating music.","Pop music","06","color_1","violet","Joy"
"787",7,"2022-10-20 19:31:23",31,"China","female","no","I don't play any instrument.","no","I don't have any experience with creating music.","Pop music","06","color_1","violet","Joy"
"788",8," 2022-10-20 19:31:23",31,"China","female","no","I don't play any instrument.","no","I don't have any experience with creating music.","Pop music","06","color_1","violet","Joy"
"789",9,"2022-10-20 19:33:51",24,"Spain","female","yes","Saxophone.15 years","yes","I have experience with music production, improvisation and musical synthesis ","I most often listen to pop and ambient. Every day ","06","color_1","yellow","Joy"
"790",10,"2022-10-20 19:52:08",22,"Croatia","female","no","I don't play any instrument.","no","I don't have any experience with creating music.","Almost all of them, if I like the song, I will listen to it. I listen to music immediately when people stop talking to me and I do not have to interact with someone or listen to them.","06","color_1","red","Joy"
"791",11,"2022-10-20 20:17:32",22,"China","female","yes","Flute for 5 years","no","I don't have any experience with creating music.","Classic Jazzpop","06","color_1","red","Joy"
"792",12,"2022-10-20 20:27:06",28,"Ireland","nonbinary","yes","Keyboard, guitar, recorder, each poorly and for a short time (2-3 years). ","yes","Electronic music using Ableton, both from scratch and using samples (other songs, recorded/generated sounds). ","Electronic, house, k-pop, bossa nova, pop ballads, country, indie, disco. I listen to music about 5 out of 7 days in the week. ","06","color_1","cyan","Joy"
"793",13,"2022-10-20 20:31:40",28,"Taiwan","male","yes","Piano, 4 years","no","I don't have any experience with creating music.","Jazz, blue, rap, indie","06","color_1","red","Joy"
"794",14,"2022-10-20 20:35:10",23,"Sweden","female","yes","Violin, 4 years ","no","I don't have any experience with creating music.","Many different, Electronic, post-punk, poprock etc.","06","color_1","red","Joy"
"795",15,"2022-10-20 20:38:56",22,"China","male","yes","French Horn 6years","yes","I created some music with Logic Pro (for a course)","Pop ","06","color_1","orange","Joy"
"796",16,"2022-10-20 20:42:41",28,"Ireland","male","yes","Mostly acoustic guitar, some electric","no","I don't have any experience with creating music.","Soft/class rock, folk/acoustic, easy listening, pop, country, metal, some bossa nova, some electronic/dance","06","color_1","violet","Joy"
"797",17,"2022-10-20 20:47:45",28,"Brazil","male","no","I don't play any instrument.","no","I don't have any experience with creating music.","Metal, jazz, MPB, punk rock, hardcore, folk music from around the world. Daily.","06","color_1","green","Joy"
"798",18,"2022-10-20 20:49:55",22,"India","male","no","Guitar","yes","For festivals","every genre","06","color_1","red","Joy"
"799",19,"2022-10-20 21:26:12",23,"Sweden","female","yes","Oboe, 4 years","yes","Mostly for fun, sometimes sit down and write texts or melodies.","Indie, pop, rock, metal, folk, orchestral, movie music etc. I listen a couple hours every day","06","color_1","orange","Joy"
"800",20,"2022-10-21 07:18:41",28,"China","female","yes","clarinet 8yearsaccordion 12years","no","I don't have any experience with creating music.","pop，pure music2hours a week","06","color_1","yellow","Joy"
"801",21,"2022-10-21 07:30:15",24,"Sweden","male","yes","Piano 2 years, accordion 5 years","no","I don't have any experience with creating music.","Rock, rap, ballads, jazz, pop, edm, folk, choral, orchestral, piano. ~1H/day","06","color_1","yellow","Joy"
"802",22,"2022-10-21 07:35:41",26,"Brazil","female","yes","I already tried to learn flute (2 years), violin (a few months) and piano (a few months)","no","I don't have any experience with creating music.","Depends on the mood.","06","color_1","cyan","Joy"
"803",23,"2022-10-21 07:45:56",25,"Singapore","male","yes","Piano, guitar, ukelele","no","I don't have any experience with creating music.","Pop, drill","06","color_1","green","Joy"
"804",24,"2022-10-21 07:55:14",23,"Italia","female","no","I don't play any instrument.","no","I don't have any experience with creating music.","Pop, reggeaton","06","color_1","orange","Joy"
"805",25,"2022-10-21 07:57:27",22,"Italia","male","yes","Guitar ","no","I don't have any experience with creating music.","Rock, Pop, Metal, Techno, Techno-house, Indie","06","color_1","green","Joy"
"806",26,"2022-10-21 08:16:18",22,"Italia","male","yes","Horn, 3 years","no","I don't have any experience with creating music.","Mostly house and dance, but open to other genres as well. At least once every 3-4 days.","06","color_1","orange","Joy"
"807",27,"2022-10-21 08:27:01",24,"Sweden","male","yes","Violin ca 15 years","no","I don't have any experience with creating music.","Hard rock/heavy metal most days of the week","06","color_1","orange","Joy"
"808",28,"2022-10-21 08:30:04",24,"Sweden","female","no","I don't play any instrument.","no","I don't have any experience with creating music.","Pop, indie rock, electronic","06","color_1","orange","Joy"
"809",29,"2022-10-21 09:04:52",26,"India","female","yes","Veena.10 years","no","I don't have any experience with creating music.","Classical. Pop. RockDaily basis ( some music everyday)","06","color_1","violet","Joy"
"810",30,"2022-10-21 09:37:38",28,"India","male","yes","Played keyboard for three years.","no","I don't have any experience with creating music.","Hard rock, alternative, Hindustani everyday","06","color_1","orange","Joy"
"811",31,"2022-10-21 09:57:04",24,"Sweden","male","yes","Piano guitar Childhood","yes","Educated composer on university level ","Everything, but specialized in classical musicOften","06","color_1","yellow","Joy"
"812",32,"2022-10-21 11:00:23",28,"Germany","female","no","Violin and clarinet, each two years","yes","I don't have any experience with creating music.","Indie, almost everyday","06","color_1","red","Joy"
"813",33,"2022-10-21 11:01:58",23,"India","male","no","I don't play any instrument.","no","I don't have any experience with creating music.","Melody,pop, rock, jazz","06","color_1","blue","Joy"
"814",34,"2022-10-21 11:23:21",28,"India","male","yes","Guitar, 8 years.Synths, 2 years.","yes","Used to compose metal music, now experimenting with electronic music production.","Mostly Hitech/psytrance. Some techno.","06","color_1","red","Joy"
"815",35,"2022-10-21 11:26:53",38,"India","female","no","I don't play any instrument.","no","I don't have any experience with creating music.","Old BollywoodAlmost Daily","06","color_1","blue","Joy"
"816",36,"2022-10-21 11:59:18",31,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Enquanto dirijo ou trabalho, todos os dias.","06","color_1","green","Joy"
"817",37,"2022-10-21 11:59:51",56,"Brazil","female","yes","Piano( 4 anos) e flauta(3anos)","no","Eu não tenho experiência com criação de música.","Rock PopBalada","06","color_1","red","Joy"
"818",38,"2022-10-21 12:06:13",38,"Brazil","female","yes","Piano. 3 anos","no","Eu não tenho experiência com criação de música.","Mpb, sertanejo, pagode, samba","06","color_1","orange","Joy"
"819",39,"2022-10-21 12:07:08",30,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Pagode, sertanejo. Todos os dias","06","color_1","green","Joy"
"820",40,"2022-10-21 12:10:10",67,"Brazil","female","yes","Eu não toco instrumentos.Violão alguns anos na adolescência ","no","Eu não tenho experiência com criação de música.","MPB,blues, pop","06","color_1","red","Joy"
"821",41,"2022-10-21 12:11:46",61,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","MPB e bossa nova","06","color_1","blue","Joy"
"822",42,"2022-10-21 12:13:53",65,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","MPB, jovem guarda, algumas clássicas e algumas setanejas","06","color_1","red","Joy"
"823",43,"2022-10-21 12:16:57",63,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","MPB","06","color_1","green","Joy"
"824",44,"2022-10-21 12:23:16",50,"Brazil","male","yes","violão 1 ano","no","Eu não tenho experiência com criação de música.","mpb. todo dia","06","color_1","yellow","Joy"
"825",45,"2022-10-21 12:27:00",64,"Brazil","female","yes","Violão. Uns 10 anos","no","Eu não tenho experiência com criação de música.","MPB, catolicas","06","color_1","magenta","Joy"
"826",46,"2022-10-21 12:27:32",51,"Brazil","female","yes","Saxofone ","no","Eu não tenho experiência com criação de música.","Mpb","06","color_1","red","Joy"
"827",47,"2022-10-21 12:28:51",47,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Rock e pop","06","color_1","red","Joy"
"828",48,"2022-10-21 12:31:19",65,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Rock,MPB, Opera. As que falam ao coração. Diariamente. ","06","color_1","green","Joy"
"829",49,"2022-10-21 12:31:51",38,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Sou eclética. Ouço música diariamente.","06","color_1","magenta","Joy"
"830",50,"2022-10-21 12:32:08",36,"Brazil","male","yes","Flauta Doce. Faz 30 anos.","no","Eu não tenho experiência com criação de música.","Rock e música clássica. Todo dia.","06","color_1","blue","Joy"
"831",51,"2022-10-21 12:35:48",64,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Romântica ","06","color_1","yellow","Joy"
"832",52,"2022-10-21 12:36:44",43,"Brazil","female","yes","Piano , 2 anos ","no","Eu não tenho experiência com criação de música.","Pop rock , clássica , ","06","color_1","yellow","Joy"
"833",53," 2022-10-21 12:36:44",43,"Brazil","female","yes","Piano , 2 anos ","no","Eu não tenho experiência com criação de música.","Pop rock , clássica , ","06","color_1","yellow","Joy"
"834",54,"2022-10-21 12:40:08",67,"Brazil","male","yes","Violão e acordeão . Há muito tempo ","no","Eu não tenho experiência com criação de música.","Qualquer uma ","06","color_1","green","Joy"
"835",55,"2022-10-21 12:41:11",39,"Brazil","male","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Todas. Diariamente","06","color_1","cyan","Joy"
"836",56,"2022-10-21 12:43:56",49,"Brazil","female","yes","Órgão eletrônico por uns 8anos","no","Eu não tenho experiência com criação de música.","Músicas alegres e tranquilas, ouço composta frequência. Uma vez por semana.","06","color_1","blue","Joy"
"837",57,"2022-10-21 12:45:07",64,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","MPB","06","color_1","blue","Joy"
"838",58,"2022-10-21 12:45:26",44,"Brazil","male","yes","Violão","no","Eu não tenho experiência com criação de música.","Rock. Frequência muito grande.","06","color_1","red","Joy"
"839",59,"2022-10-21 12:47:16",36,"Brazil","male","no","Percusão","no","Eu não tenho experiência com criação de música. Somente músicas caseiras.","Samba, Rock, Reggae, Pagode","06","color_1","green","Joy"
"840",60,"2022-10-21 12:47:20",47,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Rock, mpb","06","color_1","magenta","Joy"
"841",61,"2022-10-21 12:47:21",33,"Brazil","male","yes","Teclado 2 anos","no","Eu não tenho experiência com criação de música.","Rock, rap, diariamente","06","color_1","red","Joy"
"842",62,"2022-10-21 12:48:37",41,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","MPB, rock, jazz.","06","color_1","yellow","Joy"
"843",63,"2022-10-21 12:49:55",48,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Música popular brasileira ","06","color_1","green","Joy"
"844",64,"2022-10-21 12:50:19",31,"Brazil","male","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","MBP, Rap,Samba todos os dias ","06","color_1","yellow","Joy"
"845",65,"2022-10-21 12:51:11",43,"Brazil","male","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","escuto tudo que é tipo de música","06","color_1","red","Joy"
"846",66,"2022-10-21 12:51:16",25,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Mpb, pop, samba- todos os dias","06","color_1","green","Joy"
"847",67,"2022-10-21 12:52:11",28,"Brazil","male","yes","Violão e guitarra por quase 20 anos.","no","Eu não tenho experiência com criação de música.","Rock, Jazz, Pop, Brasilidades, R","06","color_1","orange","Joy"
"848",68,"2022-10-21 12:52:21",48,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Rock. Diariamente.","06","color_1","orange","Joy"
"849",69,"2022-10-21 12:54:18",34,"Brazil","male","yes","Piano(7 anos), Violão(20 anos) e Guitarra(15 anos)","no","Eu não tenho experiência com criação de música.","Hardcore, Rock, Rap, HipHop, Sertanejo e Pagode, todos os dias.","06","color_1","orange","Joy"
"850",70,"2022-10-21 12:55:12",41,"Brazil","female","yes","Órgão, pratos, bumbo e xilofone.","no","Eu não tenho experiência com criação de música.","Todo tipo de música feliz. MPB ouço mais. Diariamente.","06","color_1","red","Joy"
"851",71,"2022-10-21 12:55:53",42,"Brazil","female","yes",".órgão ","no","Eu não tenho experiência com criação de música.","Good vibes ","06","color_1","red","Joy"
"852",72,"2022-10-21 12:59:19",66,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","MPB","06","color_1","red","Joy"
"853",73,"2022-10-21 13:02:29",51,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","MPB, Jazz","06","color_1","red","Joy"
"854",74,"2022-10-21 13:02:36",58,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Mpb, Eu ousai sempre música ","06","color_1","yellow","Joy"
"855",75,"2022-10-21 13:02:36",31,"Brazil","male","yes","I played drums and guitar for a few years, when I was younger, but always as a hobby","yes","Again, just as a personal hobby, I have created a few guitar riffs and drum beats","This varies a lot, but I like listening to rap/hip-hop when I want to get motivated. I also listen to ambient noises when I need to focus (like one called Hogwarts Ambience on Spotify). For nostalgia, I’ll put on things like Nirvana an Rage Against the Machine. Sometimes I like to hit play on a few Brazilian funk songs in the morning to feel more awake (like Kevin O Chris).","06","color_1","green","Joy"
"856",76,"2022-10-21 13:08:36",69,"Brazil","female","yes","Acordeon","no","Eu não tenho experiência com criação de música.","Rock balada","06","color_1","violet","Joy"
"857",77,"2022-10-21 13:10:12",24,"France","female","no","I don't play any instrument.","yes","I produce music using FL Studio.","Electronic music (bass music, techno, house…) dailyRock/Hip Hop from time to time","06","color_1","red","Joy"
"858",78,"2022-10-21 13:12:54",45,"Brazil","female","yes","Violão e percussão. Desde a adolescência.","no","Eu não tenho experiência com criação de música.","Todos os dias e de vários gêneros. Exceto rock pesado e rap","06","color_1","red","Joy"
"859",79,"2022-10-21 13:13:43",42,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Clássica e mpb","06","color_1","green","Joy"
"860",80,"2022-10-21 13:18:08",43,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Mpb","06","color_1","red","Joy"
"861",81,"2022-10-21 13:19:38",44,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Musicas nacionais MPB","06","color_1","yellow","Joy"
"862",82,"2022-10-21 13:20:17",29,"Brazil","female","yes","Violão, apenas aprendi o básico por 6 meses.","no","Eu não tenho experiência com criação de música.","Rock e suas variações, MPB, forró tradicional (pé de Serra, rastapé, etc), pop, funk, brega, músicas festivas pernambucanas (frevo, maracatu, coco, etc).","06","color_1","green","Joy"
"863",83,"2022-10-21 13:21:55",43,"Brazil","male","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Rock","06","color_1","red","Joy"
"864",84,"2022-10-21 13:22:02",33,"Brazil","female","yes","Toquei na época da banda da escola, prato e tarol. ","no","Eu não tenho experiência com criação de música.","Pagode e BPM - Pelo menos 5 vezes na semana. ","06","color_1","green","Joy"
"865",85,"2022-10-21 13:27:05",53,"Brazil","male","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Samba ","06","color_1","red","Joy"
"866",86,"2022-10-21 13:32:49",50,"Brazil","female","yes","Eu toquei instrumento de percussão","yes","Eu faço poemas e as vezes coloco melodias neles.so por brincadeira ","Todas que tocam a alma. Do brega ao clássico.","06","color_1","red","Joy"
"867",87,"2022-10-21 13:33:16",42,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Rock, Eletrônica e Sertaneja","06","color_1","blue","Joy"
"868",88,"2022-10-21 13:37:33",72,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Romântica ","06","color_1","red","Joy"
"869",89,"2022-10-21 13:38:55",60,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Gosto de MPB e música para relaxamento. Não tenho uma frequência regular.","06","color_1","red","Joy"
"870",90,"2022-10-21 13:48:43",31,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Todos os tipos, todos os dias","06","color_1","green","Joy"
"871",91,"2022-10-21 13:49:43",36,"Brazil","male","yes","Flauta e Gaita.Por 1 ano cada.","no","Eu não tenho experiência com criação de música.","RockCom pouca frequencia.","06","color_1","yellow","Joy"
"872",92,"2022-10-21 13:49:45",36,"Brazil","male","yes","violão, teclado, contrabaixo","yes","pós punk, post rock, new wave, indie, indie folk","gogo penguin, wagner, beethoven, debussy, bon iver, the national, tom jobim, caetano veloso. todos os dias","06","color_1","green","Joy"
"873",93,"2022-10-21 13:55:34",75,"Brazil","male","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Musica boa. Todas. O tempo todo","06","color_1","magenta","Joy"
"874",94," 2022-10-21 13:55:34",75,"Brazil","male","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Musica boa. Todas. O tempo todo","06","color_1","magenta","Joy"
"875",95,"2022-10-21 13:57:02",61,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Brasileira ","06","color_1","red","Joy"
"876",96,"2022-10-21 13:59:38",60,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","MPB ","06","color_1","red","Joy"
"877",97,"2022-10-21 14:02:15",60,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","MPB, Bossa nova, clássica ","06","color_1","red","Joy"
"878",98,"2022-10-21 14:04:37",38,"Brazil","female","yes","Teclado","no","Eu não tenho experiência com criação de música.","Diversas, diariamente, mas prefiro versões acústicas e voz e violão.","06","color_1","green","Joy"
"879",99,"2022-10-21 14:07:50",47,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Rock/ sempre","06","color_1","green","Joy"
"880",100,"2022-10-21 14:08:20",64,"Brazil","male","yes","Eu não toco instrumentos.pouco tempo, na juventude.","no","Eu não tenho experiência com criação de música.","Instrumental, New age, clássico, internacional, MPB, blue, jazz","06","color_1","blue","Joy"
"881",101,"2022-10-21 14:12:09",63,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","MPB","06","color_1","red","Joy"
"882",102,"2022-10-21 14:14:57",64,"Brazil","female","yes","Eu não toco instrumentos.Piano 4 anos Violão 6 meses","no","Eu não tenho experiência com criação de música.","Música clássica, MPB, Rock. ","06","color_1","green","Joy"
"883",103,"2022-10-21 14:36:19",44,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Sou bem eclética. Ouço de acordo com o astral do dia.","06","color_1","green","Joy"
"884",104,"2022-10-21 14:41:51",35,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","R","06","color_1","yellow","Joy"
"885",105,"2022-10-21 14:42:31",23,"Sweden","male","yes","Piano, 8 years","yes","Electronic genres, mostly Drum ","EDM, IDM, Video game music, hip hop, classical","06","color_1","yellow","Joy"
"886",106,"2022-10-21 14:48:10",65,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","MPB chorinho","06","color_1","magenta","Joy"
"887",107,"2022-10-21 14:49:33",62,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Todos os tipos.Pagode, samba, sertaneja, MPB, bolero, forró, chorinho, etc...","06","color_1","green","Joy"
"888",108,"2022-10-21 14:52:00",43,"Brazil","male","yes","Violão, 30 anos.","no","Eu não tenho experiência com criação de música.","Rock (Pop, Punk, Grunge, Metal)","06","color_1","red","Joy"
"889",109,"2022-10-21 14:54:54",60,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","MPB, louvores","06","color_1","blue","Joy"
"890",110,"2022-10-21 15:01:35",71,"Brazil","female","yes","Acordeom . Dos seis aos 15 anos","no","Eu não tenho experiência com criação de música.","Clássica , mpb e forro","06","color_1","blue","Joy"
"891",111,"2022-10-21 15:01:36",58,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Música popular brasileira, música erudita, músicas religiosas","06","color_1","green","Joy"
"892",112,"2022-10-21 15:02:35",50,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Música de boa qualidade ","06","color_1","red","Joy"
"893",113,"2022-10-21 15:04:21",41,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","MPB, música de meditação,  rock e pop","06","color_1","yellow","Joy"
"894",114,"2022-10-21 15:27:43",28,"Honduras","female","yes","Violin, just for 3 months","no","I don't have any experience with creating music.","All kinds of pop, rock pop, alternative pop, synth pop, indie pop. Then salsa, reggaeton. Classical. ","06","color_1","red","Joy"
"895",115,"2022-10-21 15:29:18",26,"Sweden","male","no","Flute, guitar, piano, vocals since about fifteen years.","yes","I've produced a number of albums on my own.","Jazz, rock, pop, indie, film music, ambience. Daily.","06","color_1","magenta","Joy"
"896",116,"2022-10-21 15:34:40",28,"Chile","male","no","I don't play any instrument.","no","I don't have any experience with creating music.","Indie rock, punk, reggaeton, edm, indie, pop","06","color_1","cyan","Joy"
"897",117,"2022-10-21 15:42:22",62,"Brazil","male","yes","Violão e percursão⁸","no","Eu não tenho experiência com criação de música.","Mpb","06","color_1","green","Joy"
"898",118,"2022-10-21 15:54:04",63,"Brazil","male","yes","Percussão ","no","Eu não tenho experiência com criação de música.","Todas. Sempre q posso","06","color_1","red","Joy"
"899",119,"2022-10-21 15:54:56",28,"Mexico","female","no","I don't play any instrument.","no","I don't have any experience with creating music.","Rock, Indie, pop, electronic","06","color_1","yellow","Joy"
"900",120,"2022-10-21 15:55:45",76,"Brazil","female","yes","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Bossa nova","06","color_1","magenta","Joy"
"901",121,"2022-10-21 16:00:24",66,"Brazil","female","no","Eu não toco instrumentos.","yes","Já compus algumas sem divulgação. ","Romantica e blues, estilo Maria Daines. Ouço música diariamente. ","06","color_1","red","Joy"
"902",122,"2022-10-21 16:02:51",11,"Brazil","male","yes","Escaleta","no","Eu não tenho experiência com criação de música.","Rap e Pop5 vezes na semana ","06","color_1","red","Joy"
"903",123,"2022-10-21 16:04:28",43,"Brazil","female","yes","Teclado , surdo e prato","no","Eu não tenho experiência com criação de música.","Sertanejo, pop rock, samba Diariamente ","06","color_1","green","Joy"
"904",124,"2022-10-21 16:12:21",69,"Brazil","male","yes","Violão 55 anos","no","Eu não tenho experiência com criação de música.","Mpb,rock,jovem guarda","06","color_1","red","Joy"
"905",125,"2022-10-21 16:17:02",26,"Mexico","male","yes","Drums for more than 10 years","yes","I've composed a couple of songs with friends, usually by jamming. ","Jazz, Hip hop, Rock, Kraut Rock. ","06","color_1","orange","Joy"
"906",126,"2022-10-21 16:18:27",64,"Brazil","male","yes","Eu não toco instrumentos. Baixo, violão, 52 anos.","yes","Eu não tenho experiência com criação de música.sou Composotor, arranjador, produtor, músico.9","Universal. Diariamente!!!","06","color_1","red","Joy"
"907",127,"2022-10-21 16:19:09",26,"Uruguay","female","yes","I took drumming classes and learned to played the guitar by myself","no","I don't have any experience with creating music.","Pop, folk, rock, i listen to music all the time","06","color_1","cyan","Joy"
"908",128,"2022-10-21 16:19:22",46,"Brazil","male","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Mpb, pop-rock brasil, disco, dance, ","06","color_1","blue","Joy"
"909",129,"2022-10-21 16:29:15",61,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","MPB","06","color_1","green","Joy"
"910",130,"2022-10-21 16:31:26",65,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Clássicas, românticas, rock, blues…Diariamente escuto música.","06","color_1","yellow","Joy"
"911",131,"2022-10-21 16:31:44",47,"Uruguay","female","yes","Guitar, for 3 yesrs","no","I don't have any experience with creating music.","Rock, pop everyday","06","color_1","blue","Joy"
"912",132,"2022-10-21 16:38:59",73,"Brazil","male","yes","Violão ","yes","Eu não tenho experiência com criação de música.sou músico profissional há 60 anos ","Todo tipo,todo dia ","06","color_1","orange","Joy"
"913",133,"2022-10-21 16:53:08",39,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","MPB, pop rock nacional e internacional, eletrônica,samba dentre outras e ouço diariamente, mas nem todo dia os mesmos ritmos.","06","color_1","magenta","Joy"
"914",134,"2022-10-21 16:53:54",43,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","romântica, mpb","06","color_1","red","Joy"
"915",135,"2022-10-21 17:04:10",25,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","De tudo um pouco, mas cada um vai de acordo com o humor do dia.Ex: pagode/samba quando tô mais animada","06","color_1","magenta","Joy"
"916",136,"2022-10-21 17:07:03",56,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","MPB","06","color_1","yellow","Joy"
"917",138,"2022-10-21 17:09:24",16,"Brazil","male","yes","Ukulele, mais de dois anos","no","Eu não tenho experiência com criação de música.","Brega, mpb, axé, música cigana, etc....  Todo dia","06","color_1","yellow","Joy"
"918",139,"2022-10-21 17:15:59",54,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","MPB","06","color_1","orange","Joy"
"919",140,"2022-10-21 17:16:21",29,"Peru","male","no","I don't play any instrument.","no","I don't have any experience with creating music.","Rock, pop, salsa, reggaeton, cumbias, soundtracksI listen to music every day","06","color_1","violet","Joy"
"920",141,"2022-10-21 17:23:36",32,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Pagode, 5 x por semana","06","color_1","yellow","Joy"
"921",142,"2022-10-21 18:11:26",28,"Brazil","female","yes","Tentei aprender violão durante uns 2 meses","no","Eu não tenho experiência com criação de música.","Mpb todos os dias","06","color_1","green","Joy"
"922",143,"2022-10-21 18:14:26",58,"Brazil","male","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Clássica. Semanal.","06","color_1","red","Joy"
"923",144,"2022-10-21 18:17:50",65,"Brazil","male","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Rock ","06","color_1","blue","Joy"
